0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,4,8,0,0,0,8,3,29,33,0,0,0,3,4,8,22,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,2,1,6,8,0,0,0,0,5,6,12,0,0,0,3,2,13,13,0,0,0,10,1,26,28,0,0,0,1,2,6,12,0,0,0,0,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,16,26,0,0,0,3,2,14,13,0,0,0,1,5,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,3,6,0,0,0,4,0,10,8,0,0,0,0,2,1,7,0,0,0,3,3,7,16,0,0,0,2,1,11,10,0,0
0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,2,1,5,9,0,0,0,9,10,11,53,0,0,0,2,7,12,24,0,0,0,3,2,12,14,0,0,0,6,5,19,38,0,0,0,0,5,4,17,0,0,0,2,0,4,10,0,0,0,3,1,8,14,0,0,0,1,4,2,11,0,0,0,1,1,6,5,0,0,0,1,0,1,2,0,0,0,5,0,11,12,0,0,0,3,1,2,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,2,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,4,2,14,22,0,0,0,4,5,10,22,0,0,0,2,4,8,12,0,0,0,6,1,15,19,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,18,0,0
0,0,5,3,8,0,0,0,2,0,11,12,0,0,0,5,3,17,12,0,0,0,5,4,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,10,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,6,5,12,42,0,0,0,1,1,6,4,0,0,0,2,0,2,4,0,0,0,1,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,4,0,11,11,0,0,0,0,3,4,9,0,0,0,1,4,2,10,0,0,0,4,2,16,16,0,0,0,6,6,22,20,0,0,0,0,3,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,3,3,6,20,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,3,0,12,13,0,0,0,0,4,3,12,0,0,0,2,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,8,19,0,0,0,0,0,0,0,0,0,0,3,4,12,14,0,0,0,6,3,20,24,0,0
0,1,0,3,10,0,0,0,5,4,11,26,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,37,57,0,0,0,2,3,5,18,0,0,0,4,4,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,9,8,0,0,0,1,4,6,16,0,0,0,0,2,3,11,0,0,0,6,0,14,15,0,0,0,3,0,6,7,0,0
0,0,0,3,2,0,0,0,4,3,12,14,0,0,0,0,2,4,3,0,0,0,0,1,4,5,0,0,0,0,2,2,6,0,0,0,2,0,12,15,0,0,0,0,1,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,5,0,11,20,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,0,1,5,4,13,0,0,0,0,0,1,0,0,0,0,0,2,4,9,0,0,0,1,4,5,6,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,4,9,28,0,0,0,2,1,3,13,0,0,0,0,0,0,0,0,0,0,10,0,25,29,0,0,0,5,4,13,28,0,0,0,7,6,24,31,0,0,0,0,0,0,0,0,0,0,3,2,7,17,0,0,0,2,1,7,14,0,0,0,5,4,8,23,0,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,4,1,8,10,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0
